about : 486次
urgent : 12次
aid : 12次
devices : 12次
center : 12次
records : 12次
compete : 12次
measured : 12次
circumstances : 12次
objects : 12次
introduced : 12次
communications : 12次
score : 12次
ahead : 12次
faith : 12次
keeps : 12次
invited : 12次
manager : 12次
behaviour : 12次
waiting : 12次
development. : 12次
virtually : 12次
wave : 12次
divided : 12次
core : 12次
preserve : 12次
conclusion : 12次
scale : 12次
you’re : 12次
instead, : 12次
eager : 12次
processes : 12次
conversation : 12次
broken : 12次
factories : 12次
teacher : 12次
priority : 12次
continuing : 12次
union : 12次
york : 12次
moving : 12次
speaking, : 12次
views : 12次
explanation : 12次
men. : 12次
damage : 12次
government. : 12次
net : 12次
busy : 12次
closest : 12次
professionals : 12次
talented : 12次
failure : 12次
percentage : 12次
french : 12次
chairman : 12次
theories : 12次
leads : 12次
examination : 12次
focused : 12次
expensive : 12次
(30 : 12次
struggle : 12次
external : 12次
internal : 12次
crime : 12次
restrictions : 12次
societies : 12次
granted : 12次
obtain : 12次
alter : 12次
playing : 12次
gradual : 12次
food. : 12次
limit: : 12次
dead : 12次
yield : 12次
fuel : 12次
studied : 12次
spots : 12次
creates : 12次
goals : 12次
commission : 12次
nowhere : 12次
factory : 12次
school. : 12次
comparison : 12次
financially : 12次
care. : 12次
relation : 12次
contact : 12次
grown : 12次
stage : 12次
ruling : 12次
reward : 12次
library : 12次
retain : 12次
sample : 12次
magazine : 12次
problems, : 12次
stuck : 12次
fire : 12次
mechanism : 12次
reducing : 12次
characterized : 12次
itself. : 12次
evolutionary : 12次
indicate : 12次
science. : 12次
dream : 12次
immune : 12次
unconscious : 12次
casual : 12次
generation, : 12次
technologies : 12次
school, : 12次
helpful : 12次
effectively : 12次
speakers : 12次
children’s : 12次
government’s : 12次
optimistic : 12次
findings : 12次
feature : 12次
bill : 12次
dollars : 12次
discrimination : 12次
plates : 12次
they’re : 12次
virtual : 12次
unusual : 12次
17 : 12次
europe. : 12次
dedicated : 12次
wake : 12次
charged : 12次
reference : 12次
boas : 12次
closer : 12次
41-45, : 12次
blanks. : 12次
sightseers : 12次
ericsson : 12次
performers : 12次
wholesale : 12次
e : 12次
entire : 12次
mauna : 12次
uk : 12次
→ : 12次
carr : 12次
seats : 11次
shop : 11次
fine : 11次
train : 11次
matters : 11次
cent : 11次
australia : 11次
ended : 11次
profession : 11次
altering : 11次
improvement : 11次
appears : 11次
beautiful : 11次
woods : 11次
construction : 11次
(not : 11次
profit : 11次
shouldn’t : 11次
mechanical : 11次
rose : 11次
useful : 11次
dangerous : 11次
leaves : 11次
race : 11次
continued : 11次
contemporary : 11次
notion : 11次
3, : 11次
friend : 11次
couple : 11次
urban : 11次
imagine : 11次
concentration : 11次
prefer : 11次
diverse : 11次
succeed : 11次
surprise : 11次
reply : 11次
sun : 11次
or, : 11次
chosen : 11次
exposure : 11次
screen : 11次
latter : 11次
age, : 11次
industries : 11次
day. : 11次
helping : 11次
explains : 11次
there. : 11次
me. : 11次
rare : 11次
solar : 11次
eye : 11次
observe : 11次
aside : 11次
also, : 11次
ideals : 11次
surely : 11次
push : 11次
mere : 11次
pushed : 11次
radio : 11次
profits : 11次
effort : 11次
workers, : 11次
driven : 11次
drink : 11次
venus : 11次
administration : 11次
scene : 11次
subjected : 11次
bright : 11次
collected : 11次
ill : 11次
description : 11次
cook : 11次
representative : 11次
leaving : 11次
respond : 11次
implications : 11次
standardized : 11次
conclude : 11次
sent : 11次
spite : 11次
communities : 11次
more, : 11次
state. : 11次
relative : 11次
outline : 11次
gradually : 11次
selling : 11次
continues : 11次
truth : 11次
encourages : 11次
aggressive : 11次
grasp : 11次
verbal : 11次
exists : 11次
previously : 11次
revealing : 11次
recently, : 11次
interaction : 11次
productive : 11次
suggesting : 11次
para. : 11次
earned : 11次
distant : 11次
attract : 11次
darwin : 11次
understood : 11次
producers : 11次
banking : 11次
law, : 11次
cells : 11次
prospects : 11次
argues : 11次
putting : 11次
disease : 11次
risks : 11次
requirement : 11次
institution. : 11次
commonly : 11次
economy. : 11次
congress : 11次
change, : 11次
requirements : 11次
indeed : 11次
advances : 11次
pretty : 11次
drugs : 11次
company’s : 11次
neglect : 11次
link : 11次
panel : 11次
enhance : 11次
media. : 11次
dramatically : 11次
customer : 11次
issued : 11次
helped : 11次
assess : 11次
ban : 11次
vermont : 11次
emotions : 11次
humanity : 11次
guide : 11次
authors : 11次
privacy : 11次
credibility : 11次
passionate : 11次
middle-class : 11次
below. : 11次
press : 11次
results. : 11次
50% : 11次
court’s : 11次
opened : 11次
others. : 11次
collection : 11次
shippers : 11次
database : 11次
大4家 : 11次
大6家 : 11次
大7家 : 11次
history. : 11次
explore : 11次
defining : 11次
graduate : 11次
11 : 11次
undergraduate : 11次
(46) : 11次
(48) : 11次
(50) : 11次
slaves : 11次
"the : 11次
[a]the : 11次
______ : 11次
business-method : 11次
recession : 11次
convenience : 11次
【解析】词汇辨析题 : 11次
barter : 11次
rain : 10次
subtle : 10次
died : 10次
hour : 10次
sharp : 10次
puzzled : 10次
organize : 10次
job, : 10次
trained : 10次
europe, : 10次
opposite : 10次
2,000 : 10次
includes : 10次
apart : 10次
base : 10次
recognized : 10次
hotel : 10次
enjoyed : 10次
(should) : 10次
appointed : 10次
grew : 10次
vii: : 10次
chinese-english : 10次
considers : 10次
broader : 10次
speaking : 10次
recognize : 10次
achieved : 10次
centuries : 10次
corporations : 10次
deliver : 10次
missing : 10次
honor : 10次
philosophy : 10次
spirit : 10次
well-known : 10次
women, : 10次
denied : 10次
germany : 10次
charge : 10次
accident : 10次
hit : 10次
ticket : 10次
choice. : 10次
instance, : 10次
explained : 10次
manner : 10次
highest : 10次
we’re : 10次
laboratory : 10次
acceptable : 10次
closely : 10次
systematic : 10次
stayed : 10次
one, : 10次
somehow : 10次
finds : 10次
deprived : 10次
aren’t : 10次
sufficient : 10次
unexpected : 10次
signals : 10次
affected : 10次
occur : 10次
furthermore, : 10次
cheap : 10次
game : 10次
use. : 10次
style : 10次
wait : 10次
gas : 10次
pride : 10次
comfortable : 10次
differ : 10次
treated : 10次
soon. : 10次
approval : 10次
to. : 10次
regulations : 10次
implied : 10次
size : 10次
touch : 10次
wildlife : 10次
adjust : 10次
confined : 10次
volume : 10次
driver’s : 10次
desperate : 10次
paragraph? : 10次
fallen : 10次
magazines : 10次
advertisements : 10次
reduction : 10次
unemployed : 10次
sad : 10次
shuttle : 10次
90 : 10次
institute : 10次
35 : 10次
workplace : 10次
turning : 10次
committee : 10次
telling : 10次
other. : 10次
levels : 10次
finish : 10次
beneficial : 10次
assume : 10次
audience : 10次
to, : 10次
criminal : 10次
behavioral : 10次
privileges : 10次
entitled : 10次
plants : 10次
substance : 10次
perceive : 10次
nobody : 10次
revolution : 10次
estimate : 10次
debt : 10次
discussion : 10次
everybody : 10次
users : 10次
acts : 10次
allows : 10次
raising : 10次
past, : 10次
not. : 10次
passage? : 10次
transfer : 10次
puts : 10次
language, : 10次
faced : 10次
independence : 10次
attached : 10次
avoiding : 10次
application : 10次
features : 10次
operations : 10次
consequence : 10次
country. : 10次
filled : 10次
eliminate : 10次
moreover : 10次
satisfied : 10次
incomes : 10次
showing : 10次
describing : 10次
supporting : 10次
conditions, : 10次
diet : 10次
predict : 10次
plastic : 10次
bags : 10次
exist : 10次
living. : 10次
fails : 10次
growth, : 10次
colleagues : 10次
somewhat : 10次
opposed : 10次
tree : 10次
hostile : 10次
routine : 10次
judgment. : 10次
seeking : 10次
emergence : 10次
good. : 10次
observers : 10次
painting : 10次
trend. : 10次
war, : 10次
practices : 10次
addicted : 10次
enough. : 10次
wrong. : 10次
16 : 10次
authority : 10次
in. : 10次
citizens : 10次
break : 10次
nervous : 10次
follows : 10次
humans, : 10次
equivalent : 10次
falling : 10次
pursuit : 10次
meanwhile, : 10次
long-term : 10次
stories : 10次
authorities : 10次
cartoon : 10次
sought : 10次
invest : 10次
brings : 10次
publishers : 10次
washington, : 10次
specialization : 10次
massive : 10次
tips : 10次
extreme : 10次
besides : 10次
8 : 10次
1960s : 10次
jumped : 10次
code : 10次
arts : 10次
railroads : 10次
absence : 10次
vulnerable : 10次
intellect : 10次
大1家 : 10次
大3家 : 10次
大10家 : 10次
receptors : 10次
大11家 : 10次
大20家 : 10次
writing, : 10次
choices, : 10次
that. : 10次
negotiate : 10次
canadian : 10次
fast-food : 10次
obligation : 10次
excluded : 10次
businessman : 10次
china : 10次
vos : 10次
spouse : 10次
exploring : 10次
(47) : 10次
alvarez : 10次
nba : 10次
jefferson : 10次
slave : 10次
that's : 10次
possibilities : 10次
doesn't : 10次
ministers : 10次
csr : 10次
hijacked : 10次
advertisers : 10次
_____ : 10次
recordings : 10次
assets : 10次
suitably : 9次
marked. : 9次
post : 9次
office. : 9次
judgment : 9次
football : 9次
said: : 9次
suit : 9次
bought : 9次
fields : 9次
times, : 9次
unknown : 9次
miles : 9次
heat : 9次
face. : 9次
tells : 9次
boy : 9次
brief : 9次
hurry : 9次
verb : 9次
courses : 9次
select : 9次
have, : 9次
qualified : 9次
which, : 9次
investigation : 9次
relations : 9次
please : 9次
aircraft : 9次
date : 9次
winners : 9次
placed : 9次
prize : 9次
reality. : 9次
thing, : 9次
aim : 9次
day’s : 9次
other, : 9次
fighting : 9次
unpleasant : 9次
note : 9次
lawyer : 9次
full-time : 9次
abroad : 9次
areas. : 9次
integrated : 9次
opinions : 9次
naturally : 9次
prompt : 9次
i’m : 9次
book, : 9次
this: : 9次
facts : 9次
judging : 9次
sounds : 9次
hearing : 9次
noticed : 9次
compensate : 9次
conditions. : 9次
plenty : 9次
clothes : 9次
northern : 9次
skill : 9次
neighbors : 9次
thanks : 9次
considerable : 9次
men, : 9次
types : 9次
so-called : 9次
plays : 9次
enter : 9次
“there : 9次
running : 9次
faces : 9次
prime : 9次
indifference : 9次
society, : 9次
seat : 9次
deserve : 9次
expectation : 9次
thirty : 9次
races : 9次
handle : 9次
new, : 9次
employment. : 9次
funded : 9次
surface : 9次
demonstrate : 9次
researcher : 9次
represent : 9次
expanding : 9次
employed : 9次
equality : 9次
business, : 9次
wider : 9次
ones. : 9次
referring : 9次
pick : 9次
supporters : 9次
discovering : 9次
speed : 9次
lees : 9次
scattered : 9次
dress : 9次
classes : 9次
sympathy : 9次
imposed : 9次
symbolic : 9次
steps : 9次
status. : 9次
right, : 9次
occurs : 9次
producing : 9次
images : 9次
different. : 9次
adapt : 9次
attend : 9次
clean : 9次
day, : 9次
sustain : 9次
broad : 9次
trial : 9次
deliberately : 9次
odd : 9次
politeness : 9次
met : 9次
days, : 9次
false : 9次
barely : 9次
nevertheless : 9次
contributing : 9次
san : 9次
pages : 9次
ideal : 9次
anxiety : 9次
functioning : 9次
enable : 9次
security. : 9次
inventions : 9次
availability : 9次
effect, : 9次
recommend : 9次
plays, : 9次
energies : 9次
condition : 9次
worthy : 9次
minds : 9次
sold : 9次
emphasize : 9次
fears : 9次
dramatic : 9次
innovations : 9次
reluctant : 9次
scientists, : 9次
projects : 9次
comprehensive : 9次
大41家 : 9次
大42家 : 9次
consistently : 9次
attitudes : 9次
process, : 9次
unfamiliar : 9次
smart : 9次
off. : 9次
amounts : 9次
developments : 9次
homes : 9次
era : 9次
nature, : 9次
concentrate : 9次
interpretation : 9次
incomplete : 9次
performance. : 9次
independently : 9次
prepared : 9次
bbc : 9次
introduction : 9次
possible, : 9次
confusing : 9次
motivated : 9次
disappointed : 9次
population. : 9次
till : 9次
said, : 9次
struggling : 9次
trends : 9次
emerged : 9次
lesson : 9次
universal : 9次
revival : 9次
harvard : 9次
growth. : 9次
nation’s : 9次
head : 9次
revenues : 9次
but, : 9次
typically : 9次
integrity : 9次
sat : 9次
“it : 9次
searching : 9次
sex : 9次
divorce : 9次
editors : 9次
journalism : 9次
troubled : 9次
diversity : 9次
humor : 9次
approaching : 9次
illustrate : 9次
bad. : 9次
restored : 9次
topic : 9次
anthropology. : 9次
agents : 9次
lists : 9次
modest : 9次
restaurant : 9次
civil : 9次
history, : 9次
linguistic : 9次
大2家 : 9次
大12家 : 9次
大13家 : 9次
大15家 : 9次
大16家 : 9次
大17家 : 9次
大19家 : 9次
perfect : 9次
lobby : 9次
costs. : 9次
editor : 9次
大5家 : 9次
elite : 9次
baseline : 9次
artists : 9次
young. : 9次
analogous : 9次
decision. : 9次
reflections : 9次
spanish : 9次
uniforms : 9次
anthropologist : 9次
thomas : 9次
g : 9次
21st : 9次
innovative : 9次
u.s : 9次
anthropologists : 9次
ⅲ : 9次
[c]the : 9次
sector : 9次
和 : 9次
classical : 9次
dr : 9次
entergy : 9次
retailers : 9次
celebrity : 9次
” : 9次
re : 9次
_____. : 9次
newark : 9次
question, : 8次
inserted : 8次
green : 8次
card : 8次
well, : 8次
specialist : 8次
technique : 8次
suspicious : 8次
profitable : 8次
fits : 8次
man’s : 8次
man. : 8次
roughly : 8次
indian : 8次
regions : 8次
distance : 8次
industry, : 8次
blanks : 8次
colour : 8次
ways. : 8次
friendly : 8次
content : 8次
temporary : 8次
down. : 8次
assessment : 8次
spends : 8次
achieving : 8次
settled : 8次
earth. : 8次
expectations : 8次
carrying : 8次
strategic : 8次
helicopters : 8次
transport : 8次
exclusively : 8次
games. : 8次
preferable : 8次
competing : 8次
continents : 8次
participants : 8次
exception : 8次
definitely : 8次
recording : 8次
are. : 8次
wealthy : 8次
experience. : 8次
precious : 8次
presented : 8次
treatment : 8次
unreasonable : 8次
element : 8次
primitive : 8次
mode : 8次
linked : 8次
impossible : 8次
will. : 8次
nevertheless, : 8次
hoping : 8次
detail : 8次
favorite : 8次
tries : 8次
maybe : 8次
study, : 8次
better. : 8次
know, : 8次
reader : 8次
(or : 8次
80 : 8次
weak : 8次
communicating : 8次
effect. : 8次
victim : 8次
